Year,Paper Title,Abstract,Authors,DOI,Paper PDF,Video URL,Project Page,Conference
2013,Computational Design of Mechanical Characters (ACM SIGGRAPH 2013),"We present an interactive design system that allows non-expert users to create animated mechanical characters. Given an articulated character as input, the user iteratively creates an animation by sketching motion curves indicating how different parts of the character should move. For each motion curve, our framework creates an optimized mechanism that reproduces it as closely as possible. [...]","Stelian Coros, Bernhard Thomaszewski, Gioacchino Noris, Shinjiro Sueda, Moira Forberg, Robert W. Sumner, Wojciech Matusik, and Bernd Bickel",http://dl.acm.org/citation.cfm?id=2461953,http://www.disneyresearch.com/wp-content/uploads/CDMC.pdf,https://www.youtube.com/watch?v=DfznnKUwywQ,https://www.disneyresearch.com/project/mechanical-characters/,ACM SIGGRAPH 2013
2013,Spec2Fab: a reducer-tuner model for translating specifications to 3D prints (ACM SIGGRAPH 2013),"In this paper, we propose an abstraction mechanism that simplifies the design, development, implementation, and reuse of these algorithms. Our solution relies on two new data structures: a reducer tree that efficiently parameterizes the space of material assignments and a tuner network that describes the optimization process used to compute material arrangement. [...]","Desai Chen, David I. W. Levin, Piotr Didyk, Pitchaya Sitthi-Amorn, and Wojciech Matusik",http://dl.acm.org/citation.cfm?id=2461994,http://spec2fab.mit.edu/Spec2Fab.pdf,https://www.youtube.com/watch?v=nVZuQiEL3SE,http://spec2fab.mit.edu/,ACM SIGGRAPH 2013
2013,Computational design of actuated deformable characters (ACM SIGGRAPH 2013),"We present a method for fabrication-oriented design of actuated deformable characters that allows a user to automatically create physical replicas of digitally designed characters using rapid manufacturing technologies. Given a deformable character and a set of target poses as input, our method computes a small set of actuators along with their locations on the surface and optimizes the internal material distribution such that the resulting character exhibits the desired deformation behavior.  [...]","Mélina Skouras, Bernhard Thomaszewski, Stelian Coros, Bernd Bickel, and Markus Gross",http://dx.doi.org/10.1145/2461912.2461979,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20140804210443/DeformableActuation_11.pdf,https://www.youtube.com/watch?v=98E0FNOch0w,https://www.disneyresearch.com/project/actuated-deformable-characters/,ACM SIGGRAPH 2013
2013,Make it stand: balancing shapes for 3D fabrication (ACM SIGGRAPH 2013),"We propose to assist users in producing novel, properly balanced designs by interactively deforming an existing model. We formulate balance optimization as an energy minimization, improving stability by modifying the volume of the object, while preserving its surface details. This takes place during interactive editing: the user cooperates with our optimizer towards the end result. [...]","Romain Prevost, Emily Whiting, Sylvain Lefebvre, and Olga Sorkine-Hornung",http://dl.acm.org/citation.cfm?id=2461957,https://igl.ethz.ch/projects/make-it-stand/make-it-stand-siggraph-2013-prevost-et-al.pdf,https://www.youtube.com/watch?v=_drZksLRx94,http://igl.ethz.ch/projects/make-it-stand/,ACM SIGGRAPH 2013
2013,Worst-case structural analysis (ACM SIGGRAPH 2013),"We present a method that would identify structural problems in objects designed for 3D printing based on geometry and material properties only, without specific assumptions on loads and manual load setup. We solve a constrained optimization problem to determine the ""worst"" load distribution for a shape that will cause high local stress or large deformations. While in its general form this optimization has a prohibitively high computational cost, we demonstrate that an approximate method makes it possible to solve the problem rapidly for a broad range of printed models. [...]","Qingnan Zhou, Julian Panetta, and Denis Zorin",http://dl.acm.org/citation.cfm?id=2461967,http://mrl.nyu.edu/~dzorin/papers/zhou2013wcs.pdf,,http://www.cs.nyu.edu/~qnzhou/projects/StructAys/,ACM SIGGRAPH 2013
2013,Enchanted scissors: a scissor interface for support in cutting and interactive fabrication (ACM SIGGRAPH 2013),"We present an approach to support basic and complex cutting processes through an interactive fabrication experience [Willis et al. 2011]. Our system, enchanted scissors, is a digitally controlled pair of scissors (Figure 1). It restricts areas that can be cut while requiring the user's exertion of force and decision to execute each cut. Therefore, unlike a completely digitalized cutting device, the user can freely apply improvisations within the permitted areas in real-time.[...]","Mayu M. Yamashita, Junichi Yamaoka, and Yasuaki Kakehi",http://dl.acm.org/citation.cfm?id=2503422,,,,ACM SIGGRAPH 2013
2013,InfraStructs: fabricating information inside physical objects for imaging in the terahertz region (ACM SIGGRAPH 2013),"We introduce InfraStructs, material-based tags that embed information inside digitally fabricated objects for imaging in the Terahertz region. Terahertz imaging can safely penetrate many common materials, opening up new possibilities for encoding hidden information as part of the fabrication process. We outline the design, fabrication, imaging, and data processing steps to fabricate information inside physical objects. [...]",Karl D. D. Willis and Andrew D. Wilson,http://dl.acm.org/citation.cfm?id=2461936,http://www.karlddwillis.com/wp/wp-content/uploads/2011/03/SIGGRAPH2013-InfraStructs.pdf,https://www.youtube.com/watch?v=zksqCPkT0Fs,http://research.microsoft.com/en-us/um/people/awilson/publications/WillisSiggraph2013/WillisSiggraph2013.html,ACM SIGGRAPH 2013
2013,FreeD: a freehand digital sculpting tool (ACM CHI 2013),"In this paper, we present an approach to combining digital fabrication and craft,
	emphasizing the user experience. While many researchers strive to enable makers to
	design and produce 3D objects, our research seeks to present a new fabrication
	approach to make unique, one-of-a-kind artifacts.
	To that end, we developed the FreeD, a hand-held digital milling device. [...]",Amit Zoran and Joseph A. Paradiso,http://dx.doi.org/10.1145/2470654.2481361,http://www.amitz.co/ewExternalFiles/CHI_FreeD.pdf,https://www.youtube.com/watch?v=8NKewmPZbHM,https://hassanmunir.wordpress.com/2013/10/06/freed-a-freehand-digital-sculting-tool/,ACM CHI 2013
2013,LaserOrigami: laser-cutting 3D objects (ACM CHI 2013),"We present LaserOrigami, a rapid prototyping system that produces 3D objects using a laser cutter. LaserOrigami is substantially faster than traditional 3D fabrication techniques such as 3D printing and unlike traditional laser cutting the resulting 3D objects require no manual assembly. [...]","Stefanie Mueller, Bastian Kruck, and Patrick Baudisch",http://dl.acm.org/citation.cfm?id=2380190,http://www.stefaniemueller.org//wp-content/themes/f8-lite/images/laserorigami/2013-chi-mueller-kruck-baudisch-laserorigami.pdf,https://www.youtube.com/watch?v=arjRtCjI9AQ,https://hpi.de/baudisch/projects/laserorigami.html,ACM CHI 2013
2013,Fabrication-aware Design with Intersecting Planar Pieces (EUROGRAPHICS 2013),"We propose a computational design approach to generate 3D models composed of interlocking planar pieces.
	We show how intricate 3D forms can be created by sliding the pieces into each other along straight slits,
	leading to a simple construction that does not require glue, screws, or other means of support.  [...]","Yuliy Schwartzburg, and Mark Pauly",http://dx.doi.org/10.1111/cgf.12051,http://lgg.epfl.ch/publications/2013/PlanarPieces/extended.pdf,https://www.youtube.com/watch?v=A3Ka6baKWtU,PAGE,EUROGRAPHICS 2013
2013,Computing and Fabricating Multiplanar Models (EUROGRAPHICS 2013),Our shape approximation algorithm iteratively assigns mesh faces to planar segments and slowly deforms these faces towards corresponding segments. This approach ensures that the output for a given closed mesh is still a closed mesh and avoids introducing self-intersections. [...],"Desai Chen, Pitchaya Sitthi-amorn, Justin T. Lan, and Wojciech Matusik",https://diglib.eg.org/handle/10.1111/v32i2pp305-315,http://people.csail.mit.edu/desaic/pdf/cut2013.pdf,https://www.youtube.com/watch?v=OPk9f8kyXt4,http://cfg.mit.edu/content/computing-and-fabricating-multiplanar-models,EUROGRAPHICS 2013
2013,Computational Fabrication and Display of Material Appearance (EUROGRAPHICS 2013),"In this report, we summarize research efforts from the worlds of fabrication display, and categorize the different approaches into a common taxonomy. We believe that this report can serve as a basis for systematic exploration of the design space in future research.  [...]","Aatthias B. Hullin, Ivo Ihrke, Wolfgang Heidrich, Tim Weyrich, Gerwin Damberg and Martin Fuchs",hhttps://diglib.eg.org/handle/10.2312/conf.EG2013.stars.137-153,http://reality.cs.ucl.ac.uk/courses/egstarcompfab2013/egstarcompfab2013.pdf,,hhttp://www.cs.ubc.ca/labs/imager/tr/2013/STAR-FabricationDisplay/,EUROGRAPHICS 2013
2013,Orthogonal slicing for additive manufacturing (COMPUTER AND GRAPHICS 2013),"Our approach then finds a compromise between modeling each part of the shape individually in
	the best possible direction and using one direction for the whole shape part.
	In particular, we compute an orthogonal
	basis and consider only the three basis vectors as slice normals (i.e. fabrication directions). [...]","Kristian Hildebrand, Bernd Bickel, and Marc Alexa",http://www.sciencedirect.com/science/article/pii/S009784931300085X,http://fulltext.study/download/441980.pdf,,https://www.cg.tu-berlin.de/2013/06/computers-graphics-orthogonal-slicing-for-additive-manufacturing/,COMPUTER AND GRAPHICS 2013
2013,Enclosed: a component-centric interface for designing prototype enclosures (ACM TEI 2013),"This paper explores the problem of designing enclosures (or physical cases) that are needed for prototyping electronic devices.
	We present a novel interface that uses electronic components as handles for designing the 3D shape of the enclosure. [...]","Christian Weichel, Manfred Lau, and Hans Gellersen",http://dx.doi.org/10.1145/2460625.2460659,http://csweichel.de/papers/2013-enclosed.pdf,,,ACM TEI 2013
2014,Everyday making: identifying future uses for 3D printing in the home (ACM DIS 2014),"To explore the potential uses of 3D printers and other fabrication devices in the home, we conducted a study in which 10 households (with 28 individuals) kept a faux 3D printer in their homes for four weeks. Participants kept a log of items that they would want to print, and completed a series of design probes. We found that participants' use of the fabrication tools involved three activities: replicating existing objects, modifying and customizing existing objects, and creating new custom objects. Our study also provides insights on the types of objects that individuals wish to create, and how the faux 3D printer was situated in our participants' homes.
	[...]","Rita Shewbridge, Amy Hurst, and Shaun K. Kane",https://doi.org/10.1145/2598510.2598544,,,,ACM DIS 2014
2014,Sensing touch using resistive graphs (ACM DIS 2014),"In early design, instrumenting an object with touch sensing capability, especially one with complex surface geometry, can be problematic. In this paper, we show how resistive graph patterns--or resigraphs--can be used to quickly fabricate multi-touch sensors tailored to an object's shape. In very early ideation, resigraphs can be drawn using conductive ink. In later refinements they can be silk-screened or laser cut from off-the-shelf materials. A resigraph uses a commonly available microprocessor (e.g. Arduino), re-quires only three wires, and enables touch input on non-planar and non-developable surfaces.
	[...]","David Holman, Nicholas Fellion, and Roel Vertegaal",https://doi.org/10.1145/2598510.2598552,,,,ACM DIS 2014
2014,Leather as a material for crafting interactive and physical artifacts (ACM DIS 2014),"In this paper, we present a series of small scale explorations of leather, first as skin close interfaces for physical engagement, and secondly in terms of crafting using hand tools and a laser cutter. We reflect on our experiences along these two strands and discuss future possibilities of leather as a rich material for providing new types of interactive experiences. By discussing emerging topics related to traditional crafting processes and contemporary rapid fabrication with this material, we find a great potential of merging such processes and tools for future interaction design settings.
	[...]","Vasiliki Tsaknaki, Ylva Fernaeus, and Mischa Schaub",https://doi.org/10.1145/2598510.2598574,http://www.mobilelifecentre.org/sites/default/files/p5-tsaknaki.pdf,,,ACM DIS 2014
